domain,software,users,signup,uptime_alltime
misskey.nukora.jp,misskey,13,True,99.93
misskey.nukumori-sky.net,misskey,359,True,99.87
misskey.objektiv2.net,misskey,5,False,99.76
misskey.okayurisotto.net,misskey,2,False,99.81
misskey.omhnc.net,misskey,9,False,99.59
misskey.oppai.win,misskey,6,False,90.96
misskey.orapp.net,misskey,13,True,97.29
misskey.oseiso.net,misskey,3,False,99.86
misskey.otsumami.bar,misskey,4,False,98.86
misskey.palmie.jp,misskey,1119,True,99.96
misskey.pepabo.com,misskey,218,False,99.09
misskey.peruki.dev,misskey,5,False,99.0
misskey.pleiades92.net,misskey,3,False,99.92
misskey.pm,mastodon,242,False,
misskey.pokete.dev,misskey,13,False,99.96
misskey.polyhymnia.page,misskey,5,False,99.93
misskey.qwjyh.net,misskey,5,False,99.65
misskey.ranranhome.info,misskey,3372,True,96.39
misskey.repn.my.id,misskey,9,False,97.77
misskey.resonite.love,misskey,400,True,99.81
misskey.rikukimura.com,misskey,5,True,99.7
misskey.rilycat.f5.si,misskey,4,False,98.88
misskey.roolone.me,misskey,7,False,99.94
misskey.room4.dev,misskey,3,False,99.78
misskey.rup.one,misskey,3,False,99.68
misskey.sakanana.me,misskey,3,False,99.52
misskey.sao-x.com,misskey,2,False,95.9
misskey.sappagetti.com,misskey,3,False,95.08
misskey.sbite0138.net,misskey,4,False,98.58
misskey.sdfjp.org,misskey,2,False,99.87
misskey.seacolorswind.com,misskey,4,False,99.84
misskey.secinet.jp,misskey,750,False,99.64
misskey.shinaaamo.com,misskey,0,False,99.96
misskey.shinamonlifelog.uk,misskey,3,False,99.91
misskey.shinanoji.xyz,misskey,12,False,98.5
misskey.shinanomai.xyz,misskey,20,False,99.34
misskey.shojirou.com,misskey,2,False,99.41
misskey.shunrin.com,misskey,353,True,98.54
misskey.sigma-project.jp,misskey,5,False,98.2
misskey.skepticsoft.net,misskey,3,False,99.92
misskey.soa3.net,misskey,5,False,97.71
misskey.social,misskey,1036,True,99.89
misskey.soda-net.com,misskey,495,True,99.88
misskey.ss.gv.vc,misskey,2,False,94.77
misskey.ssskkk.top,misskey,22,True,99.84
misskey.stream,misskey,557,True,99.09
misskey.sui-ryu.net,misskey,6,False,99.43
misskey.suikoden.info,misskey,3,False,99.99
misskey.suzuri.jp,misskey,211,False,98.96
misskey.sweshelo.jp,misskey,40,False,99.82
misskey.syahu.com,misskey,56,True,99.22
misskey.systems,misskey,1876,True,99.86
misskey.t7i.io,misskey,5,False,96.86
misskey.tachikawa-nsk.site,misskey,3,False,99.9
misskey.takeko.cyou,misskey,18,True,99.07
misskey.takutk.com,misskey,8,False,98.8
misskey.tarohouse.net,misskey,3,False,99.71
misskey.temama.soy,misskey,11,False,99.72
misskey.tobitti.net,misskey,4,False,99.9
misskey.todanano-fune.moe,misskey,4,False,99.85
misskey.tpt.works,misskey,4,False,99.44
misskey.traction.jp,misskey,22,True,99.8
misskey.tsugaru-flip.net,misskey,4,False,99.6
misskey.tunetalk.jp,misskey,17,False,99.98
misskey.turretlabs.io,misskey,4,False,99.88
misskey.typeling1578.dev,misskey,9,False,99.88
misskey.uiro.dev,misskey,4,False,98.83
misskey.uk,misskey,144,True,97.41
misskey.uranus-net.com,misskey,3,False,99.95
misskey.uwucocoa.moe,misskey,2,False,99.86
misskey.v-nr.net,misskey,44,False,99.82
misskey.vikingkong.xyz,misskey,3,False,99.92
misskey.virtualrocketwatching.net,misskey,17,True,99.62
misskey.vocalodon.net,misskey,178,False,98.84
misskey.void.gift,misskey,9,False,99.02
misskey.xania.fr,sharkey,14,False,98.89
misskey.xianon.net,misskey,3,False,99.82
misskey.xiaohan-kaka.top,misskey,9,False,89.47
misskey.yadokari1130.com,misskey,7,False,100.0
misskey.yakishamo.com,misskey,12,False,99.71
misskey.yancya.club,misskey,25,False,99.97
misskey.yandere.love,mastodon,3,False,
misskey.ycrack.net,misskey,2,False,99.49
misskey.yoshirusu.work,misskey,3,False,95.19
misskey.yukineko.me,misskey,6777,False,96.93
misskey.yukoduka.com,misskey,10,False,98.83
misskey.yunpon.club,misskey,12,False,99.37
misskey.zawataku.com,misskey,4,False,99.83
misskey.zeku.org,misskey,4,False,99.01
misskey.zyoshoka.com,misskey,4,False,99.85
misskey00.moirai.dev,misskey,6,False,99.71
misskey2.subaseka.net,misskey,4,False,100.0
misskeymint.net,misskey,99,True,99.94
misskeytsf.love,misskey,859,True,99.92
misskirara.net,misskey,366,True,99.77
missky-bayopopopo.xsns.jp,misskey,5,False,100.0
misskzhd.xsns.jp,misskey,3,False,100.0
missocial.de,mastodon,0,False,
mister.computer,mastodon,1,False,
mistodon.cloud,mastodon,106,True,
mistynotes.nl,writefreely,1,False,99.59
mitchellens.ink,ghost,1,False,99.89
mitchelltribe.social,mastodon,1,False,99.96
mitente.club,mastodon,4,False,98.81
mitetu.xsns.jp,misskey,4,False,100.0
mitexleo.one,mastodon,1,False,99.85
mitir.social,misskey,12,False,99.98
mitra.076.moe,mastodon,14,False,
mitra.anon-kenkai.com,mitra,41,True,99.96
mitra.chirpington.net,mastodon,2,False,
mitra.do.rayslava.com,mitra,1,False,100.0
mitra.esurio1673.net,mastodon,3,False,
mitra.fedifolio.com,mitra,1,False,100.0
mitra.jgilje.net,mastodon,1,False,
mitra.kemitix.net,mitra,2,False,98.2
mitra.manueldorso.rip,mitra,1,False,100.0
mitra.marjo.win,mastodon,2,False,
mitra.northumbria.me,mitra,2,False,99.5
mitra.pawslut.party,mastodon,1,False,
mitra.qa.urbanwildlife.biz,mitra,1,False,99.43
mitra.raccoonden.moe,mastodon,6,False,
mitra.rettuce.page,mastodon,3,False,
mitra.samr1.net,mitra,1,False,99.77
mitra.sekbaer.de,mastodon,1,False,
mitra.social,mastodon,5,False,
mitra.test.knthost.com,mastodon,2,False,
mitra.vpclmulqdq.moe,mitra,1,False,99.98
mitra.xwyqi.org,mitra,1,False,100.0
mitra.zone,mastodon,2,False,
mitratest01.stefanomarinelli.it,mastodon,1,False,
mitrofanov.su,wordpress,2,False,99.48
mitsubishi.channel.org,mastodon,2,False,
mitsukey.cf,misskey,245,True,98.96
mitsuki64.vivaldi.net,wordpress,1,False,99.86
mitten.dur.ch,mastodon,2,True,99.3
mittwochsfrage.de,wordpress,1,False,99.42
miuchusen.xsns.jp,misskey,3,False,100.0
mivatter.com,misskey,3294,True,99.98
mivox.net,mastodon,1,False,99.93
mix.video,peertube,10,True,98.06
mixcloud.chat,mastodon,2,True,
mixedwrestlinguk.masto.host,mastodon,10,True,
mixi.rumiserver.com,misskey,1513374,False,95.91
mixtape.absturztau.be,funkwhale,20,False,99.55
mizik.o-k-i.net,funkwhale,41,True,99.96
mjanssen.nl,wordpress,2,False,99.94
mjkcreations.online,wordpress,1,False,96.84
mk-tempsitetest-1a8fd3.ingress-alpha.ewp.live,mastodon,2,False,
mk.absturztau.be,sharkey,675,True,97.23
mk.aqr.af,misskey,2,False,97.39
mk.arks.cafe,misskey,202,True,99.05
mk.asie.pl,sharkey,1,False,99.94
mk.catgirlsfor.science,sharkey,32,False,99.63
mk.commojun.com,misskey,29,False,99.62
mk.cpluspatch.com,mastodon,3,False,
mk.donotclickthis.link,misskey,5,False,98.37
mk.double-oxygen.net,misskey,3,False,99.79
mk.fedcast.ch,sharkey,3,False,93.57
mk.fediland.in.ua,misskey,48,True,99.96
mk.frizzbees.dev,mastodon,7,False,
mk.fumo.pictures,misskey,5,False,99.73
mk.gabe.rocks,misskey,4,False,98.19
mk.grailwar.com,misskey,4,False,93.98
mk.gregorius.club,misskey,109,False,99.81
mk.himbeer.me,misskey,7,False,98.38
mk.hoshisaki-h.com,cherrypick,35,True,99.83
mk.hotolab.win,misskey,4,False,99.86
mk.howamun.day,misskey,6,False,99.83
mk.hyakkaryouran.moe,mastodon,1,False,
mk.hyrulelabs.com,mastodon,2,False,
mk.ilyamikcoder.com,mastodon,15,True,
mk.invasionx.cc,mastodon,1,False,
mk.k7a.org,yojoart,5,False,99.73
mk.kakun.jp,misskey,21,False,99.82
mk.kiber-ogur4ik.space,sharkey,8,False,99.46
mk.koias.net,cherrypick,3,False,99.95
mk.lei202.com,meisskey,28,False,99.59
mk.magicka.org,sharkey,1,False,99.15
mk.mgmn.jp,misskey,0,False,99.99
mk.moth.zone,mastodon,15,False,
mk.na.in.th,misskey,6,False,99.4
mk.nekokaze.cc,misskey,7,False,99.31
mk.noob.quest,sharkey,58,True,99.71
mk.nyaa.place,mastodon,4,False,
mk.outv.im,mastodon,1,False,
mk.phreedom.club,sharkey,126,False,99.45
mk.pibo.moe,misskey,8,False,99.93
mk.plasmatrap.com,mastodon,7,False,
mk.precure.fun,misskey,50,False,99.59
mk.puzzlesskey.com,misskey,26,True,99.9
mk.r0.at,misskey,271,False,88.31
mk.samicrusader.me,misskey,2,False,99.95
mk.shc.kanagawa.jp,meisskey,44,False,99.0
mk.shikou-n.org,misskey,3,False,99.67
mk.shiro.ink,misskey,146,False,99.87
mk.shrimpia.network,misskey,1633,True,99.83
mk.skima.jp,misskey,1023,True,99.16
mk.spook.social,misskey,108,True,99.79
mk.taiy.me,misskey,14,False,98.12
mk.takejohn.jp,misskey,15,False,98.75
mk.tenpest-moon.uk,misskey,8,False,98.78
mk.therwi.net,mastodon,7,False,
mk.u0conveni.club,misskey,13,False,99.05
mk.udongein.reisen,misskey,3,False,99.53
mk.utvirtual.com,misskey,37,False,100.0
mk.vijf.life,sharkey,1,False,99.28
mk.vtubers.site,calckey,3,False,89.47
mk.xiupos.net,misskey,6,False,99.73
mk.yopo.work,misskey,576,False,99.85
mk.yurax2.dev,misskey,6,False,99.99
mk2.toyoko.in,misskey,3,False,99.92
mk2.usakoya.net,misskey,5,False,99.91
mkacg.com,misskey,3,False,93.89
mkeshows.com,gancio,9,False,100.0
mkey.enzan.org,misskey,4,False,99.06
mkey.ryuka-lucas.net,misskey,4,False,96.52
mkiii.amplifie.red,misskey,2,False,98.04
mkkey.net,firefish,180,False,99.23
mkljczk.nl,mastodon,1,False,
mkultra.me,mastodon,4,True,
mkultra.x27.one,misskey,18,False,99.99
mkwp.net,mastodon,1,False,
ml.7ka.org,hollo,3,False,100.0
mlb.masto.host,mastodon,2,True,100.0
mlem.eldritch.gift,lemmy,3,True,99.18
mlg.convoca.la,gancio,7,False,99.88
mm.bbsxx.com,mastodon,2,True,
mm.xxooxx.xyz,mastodon,1,False,
mmasuda.hostdon.ne.jp,mastodon,1,False,
mmi.todon.de,mastodon,0,False,
mmnews.channel.org,mastodon,2,False,
mn.drunu.be,mastodon,1,False,99.67
mn.pasqal.ovh,mastodon,2,False,
mn.siru.tokyo,mastodon,31,True,
mn.social,mastodon,13,True,
mn.statyvka.org.ua,mastodon,8,False,99.93
mn.thx8te.kh.ua,mastodon,2,True,
mnglw.xyz,mastodon,6,False,99.86
mnstdn.monster,mastodon,4,False,
mo-na.space,mastodon,3,False,
mo.tt,mastodon,1,False,
mob.distrilab.fr,mobilizon,2,False,99.98
mobi.antifa.digital,mobilizon,1,True,100.0
mobilisons.ch,mobilizon,360,True,99.66
mobilize.adminforge.de,mobilizon,116,True,99.42
mobilizemuc.org,mobilizon,68,True,99.97
mobilizon.agdersam.no,mobilizon,207,True,99.95
mobilizon.aquilenet.fr,mobilizon,37,True,88.51
mobilizon.be,mobilizon,90,True,98.15
mobilizon.brothertec.eu,mobilizon,2,False,99.07
mobilizon.bstly.de,mobilizon,4,False,99.48
mobilizon.cdp89.fr,mobilizon,45,True,99.2
mobilizon.cemea.org,mobilizon,52,False,98.73
mobilizon.cirkau.art,mobilizon,9,False,98.99
mobilizon.colibris-outilslibres.org,mobilizon,7,False,91.78
mobilizon.com.br,mobilizon,279,True,99.82
mobilizon.connection.fr,mobilizon,4,False,99.84
mobilizon.defis.info,mobilizon,597,True,98.25
mobilizon.devol.it,mobilizon,5,True,99.02
mobilizon.ekosystems.fr,mobilizon,1,False,100.0
mobilizon.extinctionrebellion.fr,mobilizon,197,False,98.48
mobilizon.fedivienne.org,mobilizon,4,False,98.01
mobilizon.fr,mobilizon,12354,True,99.87
mobilizon.grin.hu,mobilizon,24,True,98.06
mobilizon.infini.fr,mobilizon,66,True,99.49
mobilizon.it,mobilizon,5291,True,99.1
mobilizon.kaz.bzh,mobilizon,65,False,98.35
mobilizon.libreon.fr,mobilizon,14,False,97.39
mobilizon.libretic.fr,mobilizon,44,True,99.59
mobilizon.linux07.fr,mobilizon,49,True,99.85
mobilizon.logilab.fr,mobilizon,6,False,96.88
mobilizon.mtg-france.org,mobilizon,4,True,99.96
mobilizon.musicstudio.pro,mobilizon,16,False,98.63
mobilizon.nl,mobilizon,333,True,99.96
mobilizon.ouvre-boites.coop,mobilizon,597,False,99.94
mobilizon.parinux.org,mobilizon,51,False,98.44
mobilizon.picasoft.net,mobilizon,315,True,99.84
mobilizon.pl,mobilizon,173,True,99.55
mobilizon.public.cat,mobilizon,951,True,98.49
mobilizon.publicdata.events,mobilizon,3,True,99.92
mobilizon.sieprawski.pl,mobilizon,1,False,97.71
mobilizon.us,mobilizon,277,True,96.55
mobilizon.zaclys.com,mobilizon,154,True,99.84
mochi.social,mastodon,4,False,
mochitodon.com,mastodon,7,True,99.89
mocodbo.com,mastodon,1,False,
modalnode.club,mastodon,86,True,
modelrailroadballast.com,mastodon,29,True,
moderately.social,mastodon,1,False,99.95
modestymaise.com,mastodon,3,False,
modlabs.social,mastodon,4,False,
moe.cat,mastodon,549,False,99.44
moe.heredos.net,misskey,2,False,99.98
moe.mitchi.moe,mastodon,14,True,99.23
moe.onl,mastodon,97,False,
moe.pastwind.top,mastodon,18,False,
moe.social,mastodon,23,True,99.42
moeanime.io,misskey,3,False,99.83
moelrhos.uk,mastodon,1,False,
moemoe.dev,misskey,6,True,99.73
moessingen.social,mastodon,48,True,99.9
moetz.social,mastodon,1,False,98.33
moew.app,mastodon,1,True,
mofmof.coffee,mastodon,46,True,99.4
mofu.kemo.no,mastodon,215,True,
mofu.one,mastodon,3,False,99.89
mofucloud.com,mastodon,2,False,
mog.blue,mastodon,11,False,
mogeko.monster,misskey,18,False,99.95
mogmogkeynet.com,misskey,31,False,99.93
mograph.social,mastodon,557,True,99.93
mogumogu-croquette.com,misskey,10,False,99.84
moist.catsweat.com,mbin,195,True,97.94
moixamental.cat,wordpress,12,False,99.41
mojevideo.g6.cz,mastodon,3,True,
mojobus.org,mastodon,7,False,
mokomokohouse.com,mastodon,1,True,99.81
mokum.icu,wordpress,2,False,98.88
molaguay.xyz,mastodon,1,False,97.45
mole.lynze.net,mastodon,1,True,
mollette.vivaldi.net,wordpress,1,False,100.0
mollielpatterson.com,wordpress,1,False,99.61
mollysdailykiss.com,wordpress,7,False,98.96
molotov.sanrizuka-struggle.com,mastodon,9,False,
moments.xuereb.family,mastodon,1,False,
momo.mame.moe,mastodon,1,False,99.15
momostr.pink,momostr,0,False,99.77
momou.social,mastodon,30,True,
mon-desu.com,mastodon,25,True,
mona.do,mastodon,1476,False,
monaco.collabfc.com,mastodon,4,True,
monado.ren,mastodon,1476,False,
monads.online,mastodon,132,False,99.89
monarchists.uk,mastodon,2,True,
monastery.ink,mastodon,1,False,99.92
mond-basis.eu,mastodon,12,False,
mondary.design,wordpress,1,False,98.57
mone.dev,mastodon,2,False,99.34
monero.town,lemmy,740,True,98.26
money.tick-tak.com,wordpress,2,False,99.08
monicat.jmstevens.ca,mastodon,1,False,
monitoring.cafe,mastodon,4,True,
monkey.tunk.org,mastodon,4,False,
monkeyofhope.com,wordpress,1,False,99.6
monks.city,mastodon,1,False,99.9
mono.pcsfield.com,mastodon,1,False,99.37
monocles.social,mastodon,99,True,92.96
monodes.com,wordpress,2,False,99.55
monotropism.org,wordpress,9,False,99.17
monoxyd.de,wordpress,4,False,99.56
monporte.de,wordpress,2,False,99.4
monrepos.casa,mastodon,0,False,
monsieurzik.vivaldi.net,wordpress,1,False,99.94
monsterfucker.social,sharkey,4,False,99.96
monsterfuckers.online,hometown,49,False,99.87
montagsmail.de,wordpress,1,False,100.0
montavilla.net,wordpress,1,False,97.63
montereybay.social,mastodon,58,True,99.83
montpellier.buzz,mastodon,4,False,99.84
montreal.askapunk.net,gancio,26,False,97.53
montybevins.com,wordpress,1,False,99.93
monyet.cc,lemmy,2335,True,99.35
monz.photos,writefreely,1,False,99.38
moo.nz,mastodon,8,False,
moodoo.org,mastodon,1,False,98.71
moon.werewolves.world,iceshrimp,2,False,100.0
moonblade.social,mastodon,1,False,
moonbow.garden,mastodon,26,True,
mooney-evans.com,mastodon,3,False,
moonlight-party.net,mastodon,9,True,
moonlight.directory,mastodon,2,False,
moonmoth.de,wordpress,2,False,99.91
moonserver.yorha.nexus,sharkey,4,False,99.92
mooose.org,mastodon,1,False,
moose.best,lemmy,2,True,92.22
moosecleans.ca,wordpress,1,False,97.32
moosetodon.com,mastodon,2,False,
mooskirsch.xyz,pleroma,1,False,99.61
moppels.bar,calckey,20,False,98.15
mopsi.uber.space,mastodon,1,False,
mordor.social,mastodon,3,False,
mordsdima.gh.srv.us,mastodon,3,False,
morehammer.uk,mastodon,3,False,
moreofacomment.my,mastodon,1,False,
moresci.sale,mastodon,783,True,99.82
moribundoinsurgente.noblogs.org,wordpress,1,True,99.23
moriels-musings.com,wordpress,1,False,100.0
moris.social,mastodon,11,True,
moritz-meyer.net,wordpress,1,False,100.0
moriyashrine.net,misskey,6,False,94.17
morph.oksocial.net,mastodon,19,True,
morph.todon.de,mastodon,5,False,
morphnet.de,mastodon,1,False,
morphtown.de,mastodon,1,False,
morrow.social,mastodon,5,True,99.61
moshpit.social,mastodon,1,False,
mosqueeto.net,wordpress,1,True,99.68
moss.church,mastodon,3,True,99.9
moss.haus,hometown,4,True,99.94
moss.vegas,mastodon,2,False,
mosslawn.space,misskey,4,False,99.93
mosteverywhere.com,mastodon,1,False,99.94
mostlychris.net,mastodon,3,True,
mostlygood.xyz,mastodon,3,False,
mostodon.de,mastodon,2,False,99.81
mostr.pub,mostr,43273,False,94.78
mosw.work,mastodon,1,False,
motern.media,mastodon,6,True,99.54
mountaincommunity.co,mastodon,8,True,
mountains.photos,mastodon,61,False,
mountains.social,mastodon,692,True,
mouse.chitanda.moe,lemmy,4,False,98.62
mouse.photos,mastodon,3,False,
mousetodon.social,mastodon,2,False,99.97
mouth.semperpax.com,mastodon,3,True,99.88
mouthf.art,mastodon,1,False,
mouthfulofdregs.masto.host,mastodon,2,True,
mov-v.com,mastodon,4,True,
moversmindset.com,wordpress,2,False,99.65
movie.calciumsigma.com,mastodon,1,False,
movies.channel.org,mastodon,3,False,
moviesreview101.com,wordpress,3,False,98.87
movimento.softwarelivre.tec.br,wordpress,1,True,97.34
movsw.0x0.st,iceshrimp,5,False,99.9
moyer.social,mastodon,1,False,99.98
moytura.org,mastodon,1,False,99.91
moyu.social,mastodon,10,True,98.98
mpatshi.be,drupal,1,False,99.91
mr.am,mastodon,1,False,
mraitisoja.vivaldi.net,wordpress,2,False,99.92
mrbot.de,mastodon,4,False,
mrcippy.xyz,mastodon,1,False,98.93
mrclmlt.vivaldi.net,wordpress,1,False,99.97
mrcol.es,mastodon,1,False,99.95
mrdiamondj.social,mastodon,1,False,99.96
mreow.de,mastodon,2,True,
mrezha.wicker.nz,hubzilla,6,False,97.32
mrhands.horse,mastodon,4,False,
mrhonner.com,wordpress,1,False,99.68
mrow.pet,mastodon,2,True,
mrrob.in,mastodon,2,True,
mrrp.chimmie.k.vu,sharkey,6,True,96.24
mrsjumbo.ucc.asn.au,mastodon,8,False,
mrtodon.net,mastodon,38,True,
mrulster.com,wordpress,1,False,100.0
ms.cratonsed.ge,mastodon,9,True,99.32
ms.maritime.social,mastodon,71,True,
ms.monkeyspace.net,mastodon,3,False,100.0
ms.obak-key.com,misskey,19,False,99.68
ms.rika.eu.org,mastodon,1,False,
ms.vg,mastodon,2,False,
msafaksari.net,wordpress,1,False,99.65
msconcerned.com,wordpress,1,True,97.39
msd.fedcast.ch,mastodon,1,False,
msdadecounty.com,wordpress,1,False,98.91
msdyn365bc.social,mastodon,98,True,99.99
msgs.ee,mastodon,3,False,99.93
msk.canor.kr,misskey,4,False,98.88
msk.i-red.info,misskey,84,True,99.44
msk.ilnk.info,misskey,671,True,97.95
msk.owu.one,mastodon,6,True,
msk.seppuku.club,misskey,64,False,99.83
mskey.nekomimi.party,mastodon,5,False,
msky-25227.aere-sanctuary.net,misskey,6,False,100.0
msky.41kg.com,misskey,7,False,99.82
msky.alicia.ne.jp,misskey,4,False,99.82
msky.co8rt.blue,misskey,4,False,99.99
msky.engawa.social,misskey,3,False,99.72
msky.halfdos.net,misskey,5,False,99.81
msky.haruyjsn.net,misskey,102,True,99.04
msky.launchpencil.f5.si,misskey,4,False,80.97
msky.ntr.homes,misskey,7,False,99.96
msky.ospn.jp,misskey,43,True,99.71
msky.tmpra.jp,misskey,5,False,99.48
msky.toma09to.com,misskey,37,True,99.56
msky.work,misskey,97,True,99.82
msky.z-n-a-k.net,misskey,4,False,99.74
mslink.com,mastodon,7,True,99.99
msnis.net,cherrypick,14,True,99.96
msocial.top,mastodon,1,False,98.91
mspr0.de,wordpress,1,False,99.87
msps.io,mastodon,14,True,98.14
mspsocial.net,mastodon,379,False,
msrocket.com,wordpress,1,False,99.85
mssk.mltrntv.moe,mastodon,1,False,
mst-gts.airikr.me,mastodon,1,False,
mst-staging.collocall.de,mastodon,7,False,
mst.airikr.me,mastodon,1,False,
