domain,software,users,signup,uptime_alltime
matts-directory.isbrill.com,wordpress,1,True,99.8
matts.network,mastodon,1,False,
mattsbigfatarse.com,wordpress,1,True,99.72
mattstenson.com,wordpress,1,False,99.64
mattstodon.panar.ooo,mastodon,1,False,
mattstodon.xyz,mastodon,2,True,
mattwiebe.blog,mastodon,1,True,
mattwynne.net,writefreely,1,False,99.99
matty.digital,wordpress,1,False,99.63
matus.cc,mastodon,1,False,
matya.social,mastodon,2,False,
mavin360.com.ng,wordpress,1,True,95.88
maxcompose.vivaldi.net,wordpress,1,False,99.94
maximandreev.de,wordpress,2,False,99.76
maximevende.org,wordpress,2,False,98.45
maximux.mooo.com,mastodon,33,False,
maxpe.todon.de,mastodon,2,False,
mayro.party,sharkey,2,False,99.37
mazanec.social,mastodon,6,True,99.98
mazaska.social,mastodon,2,True,99.2
mazzo.masto.host,mastodon,2,False,
mb.antho.dev,firefish,3,False,99.79
mb.bobobo80.com,mastodon,3,False,
mb.damu.page,mastodon,1,False,
mb.draculaojisan.com,mastodon,1,False,98.41
mb.echoshoot.com,mastodon,1,False,
mb.jenot.info,pleroma,2,False,98.29
mb.kazuna.pgw.jp,hollo,1,False,100.0
mb.maxng.cc,mastodon,1,True,
mb.sketchni.uk,mastodon,1,False,
mbin.cocopoops.com,mbin,2,False,94.61
mbin.launay.org,mbin,1,False,99.56
mbin.lovetux.net,mbin,7,True,99.53
mbin.xi.ht,mbin,24,True,98.14
mblog.zhaohai.li,mastodon,1,False,
mbz.xyz,wordpress,1,False,98.51
mcastel.vivaldi.net,wordpress,1,False,99.92
mccartneydiener.com,ghost,1,False,99.78
mcfate.me,mastodon,2,True,
mckellar.social,mastodon,4,False,96.98
mcnamarii.town,mastodon,3,False,
mcnesium.com,wordpress,1,False,97.66
mcnulty.social,mastodon,1,False,100.0
mcoorlim.com,wordpress,1,False,99.98
mcr.wtf,mastodon,157,True,
mcschluberson.com,mastodon,6,True,
mcseekeri.com,mastodon,1,False,
mcyt.cc,mastodon,131,True,99.48
md.dgty.uk,mastodon,2,False,100.0
md.echoplex.info,mastodon,2,False,
md.epiphyte.ie,mastodon,5,True,
md.ggtea.org,mastodon,9,False,
md.ghostnoise.ru,mastodon,1,False,
md.korako.me,mastodon,14,False,99.94
md.moncur.me.uk,mastodon,1,False,
md.muyactual.com,mastodon,3,True,
md.net-p.org,mastodon,4,False,
md.peg.osaka,mastodon,1,False,
md.remobra.org,mastodon,1,False,99.1
md.sheridan.blog,mastodon,1,False,99.97
md.songtronix.com,mastodon,1,False,
md.startide.jp,mastodon,2,False,
md.tals.dev,mastodon,2,False,99.9
md.tappedin.fm,mastodon,6,True,
md.uzla.net,mastodon,3,False,99.97
md.wikiwiki.li,mastodon,9,False,
md.xps2.net,mastodon,12,True,96.81
mddev.a9z.dev,mastodon,7,True,
mdft.social,mastodon,1,False,
mdmlab.fr,wordpress,1,False,98.76
mdn.hinaloe.net,mastodon,34,False,99.87
mdn.ion.trbroyles.com,mastodon,1,False,
mdn.keasti.net,mastodon,2,False,99.94
mdon.stefanomarinelli.it,mastodon,1,False,
mdx.ggtea.org,mastodon,11,False,
me.8w.ee,mastodon,1,False,
me.aedifex.dk,mastodon,1,False,
me.dm,mastodon,30127,False,
me.fishingdev.com,mastodon,3,False,
me.gxbs.dev,mastodon,1,False,
me.illis.ddns.net,writefreely,1,False,98.52
me.konklone.com,mastodon,1,False,
me.memories.am,mastodon,19,True,
me.not.cy,mastodon,1,False,
me.ns.ci,mastodon,8201,True,97.19
me.pptry.info,mastodon,4,False,98.33
me.solved.cz,snac,3,False,100.0
me.syslog.eu,mastodon,2,True,99.91
meadandgreed.de,wordpress,1,False,99.21
meadmadeeasy.info,writefreely,1,False,100.0
meadofpoetry.ink,ghost,1,False,96.86
mean.engineer,mastodon,2,False,99.95
mecha.garden,mastodon,44,True,
mechadarwin.com,wordpress,1,False,99.94
med-mastodon.com,mastodon,11604,True,
mede.family,misskey,14,False,99.9
mededelingen.civieleautoriteiten.nl,mastodon,1,False,
mederland.nl,mastodon,1,False,100.0
medi-nerd.com,wordpress,2,False,98.07
media.alius.cz,peertube,2,False,100.0
media.cooleysekula.net,peertube,2,False,99.58
media.curious.bio,peertube,3,False,99.66
media.egalwaat.lu,mastodon,1,False,
media.freespeechextremist.com,mastodon,2,True,
media.geekwisdom.org,peertube,2,False,80.62
media.interior.edu.uy,peertube,50,False,97.55
media.lukeog.com,mastodon,3,True,
media.mwit.ac.th,peertube,381,True,93.27
media.nolog.cz,peertube,8,False,100.0
media.notfunk.radio,peertube,4,False,99.87
media.over-world.org,peertube,2,False,94.11
media.peterjoosten.eu,pixelfed,2,False,99.84
media.selector.su,peertube,2,False,100.0
media.smz-ma.de,peertube,8,False,93.3
media.sund-fornuft.dk,mastodon,3,True,99.96
media.undeadnetwork.de,peertube,3,False,97.46
mediaformat.org,wordpress,3,False,95.84
mediajunkie.com,wordpress,3,False,99.96
mediapart.social,mastodon,61,True,99.96
medias.pingbase.net,peertube,7,False,99.78
mediasres.masto.host,mastodon,2,True,
mediathek.rzgierskopp.de,peertube,4,False,87.25
medic.cafe,mastodon,29,True,
medicalnewsobserver.com,wordpress,2,False,100.0
medien.social,mastodon,4,True,
medienbildung.ovgu.de,wordpress,17,False,99.96
medievalarchives.social,mastodon,5,False,99.99
medievalist.masto.host,mastodon,176,True,99.93
mediocre.photos,pixelfed,10,False,99.94
medium-sandbox.social,mastodon,32,False,
mediumformat120.arnoldvanrooij.com,mastodon,2,False,
medsocionwheels.com,wordpress,1,False,99.98
meedan.social,mastodon,0,False,
meegt.org,wordpress,8,False,96.24
meemu.org,mastodon,463,True,99.65
meeple.social,mastodon,2,False,99.49
meeples.org.au,wordpress,9,False,99.18
meerjungfrauengrotte.de,mastodon,9,True,
meet.communitymedia.network,mastodon,4,False,
meet.debian.net,mobilizon,893,True,99.96
meetbeauties.social,mastodon,1,False,
meetiko.org,sharkey,88,True,99.31
meetplay.net,mastodon,8,True,
meetup.furryfederation.com,mobilizon,32641,True,99.66
meetup.glasgow.social,mobilizon,50,True,99.13
meetups.infosec.exchange,mobilizon,39,True,93.43
mefi.social,hometown,276,False,99.94
mega-stoffel.de,wordpress,1,False,98.46
megalonyx.social,mastodon,3,True,99.89
meganekeesu.tokyo,mastodon,7,True,
megantoots.com,mastodon,1,False,96.64
megatherium.org,mastodon,14,True,99.96
meghadeep.social,mastodon,4,False,
meh.social,mastodon,26,True,
mehdibenadel.com,wordpress,1,False,97.41
mehrankhalili.com,ghost,1,False,100.0
meikle.social,mastodon,1,False,99.96
mein-schlauchboot.de,wordpress,1,False,99.91
meine-url-ist-laenger-als-deine.de,wordpress,1,False,99.01
meinungsschauspieler.de,wordpress,10,False,99.28
meinungsschubla.de,mastodon,24,True,98.87
meishin.site,mastodon,1,False,100.0
meisskey.one,meisskey,1321,True,99.9
mejia.social,mastodon,6,False,
mela.geekgirls.de,wordpress,3,False,99.84
melb.social,mastodon,17,False,98.28
melbin.space,mastodon,0,True,
meldonica.nl,mastodon,0,False,
melendez.land,mastodon,7,True,
melijn.me,mastodon,6,False,
melkat.net,mastodon,697671,False,
melle.social,mastodon,2,False,99.97
mellified.men,mastodon,21,False,99.86
mellow.zone,mastodon,8,False,
melodic-vibes.channel.org,mastodon,2,True,
melody.sectiontwo.org,writefreely,2,False,98.37
melon.blue,mastodon,22,False,
melonbread.dev,mastodon,3,False,
melonmancy.net,writefreely,1,False,99.56
melonpan.run,mastodon,6,False,99.65
melonsoda.site,mastodon,1,False,
meltystars.xyz,pixelfed,4,False,100.0
member.ro,mastodon,13,False,99.6
members.tinynewsco.org,ghost,1,False,99.76
memelords.zone,mastodon,3,False,
mementomori.social,mastodon,678,True,
memoreco.shop,mastodon,58,True,100.0
memtech.social,mastodon,14,True,99.99
mendeddrum.org,mastodon,278,True,
mensago.org,wordpress,3,False,99.37
mensmaaktmooi.nl,mastodon,4,True,
menstruatiecups.nl,wordpress,2,False,99.71
mental.social,mastodon,1665,True,99.57
mentalhealth-masto.com,mastodon,7,True,99.93
meow.anarcha.space,mastodon,5,True,99.95
meow.brainworm.homes,mastodon,1,True,
meow.camp,writefreely,1,False,99.94
meow.catgirl.dog,mastodon,3,False,
meow.church,mastodon,13,True,
meow.cloud,mastodon,51,False,96.9
meow.kiwa.space,mastodon,1,False,91.86
meow.leahdevs.xyz,mastodon,230179,False,
meow.lgbt,mastodon,110,True,
meow.miabaka.moe,mastodon,8,False,
meow.morecats.net,mastodon,6,False,
meow.nyanpuppu.cat,misskey,6,False,99.95
meow.rent,mastodon,3,True,
meow.social,mastodon,13085,False,99.87
meowdy.club,mastodon,4,False,
meowr.me,mastodon,30,False,99.92
meowstodon.eu,mastodon,1,False,100.0
meowstodon.net,mastodon,5,True,
meowverse.catsanctuary.top,mastodon,8,False,
mercatinoautogestito.noblogs.org,wordpress,1,True,98.92
merci-la-police.fr,peertube,14,False,93.92
mergl.in,mastodon,1,False,
merida.hair,mastodon,3,False,
meron.io,mastodon,1,True,99.96
merovingian.club,mastodon,643,True,
merry.transgender.christmas,sharkey,4,False,99.43
merveilles.town,mastodon,687,False,
meshed.cloud,mastodon,5,False,99.96
meshtube.net,peertube,2,False,100.0
mesmerized.online,mastodon,1712,True,
mesozoic.town,cherrypick,5,False,99.58
messydesk.social,mastodon,8,True,99.89
mesugaki.xyz,incestoma,23,False,99.73
meta.dog,mastodon,0,False,
meta.masto.host,mastodon,161,True,
meta.writing.exchange,writefreely,1,False,97.77
metacode.biz,na,0,False,99.91
metacritics.zone,lemmy,1,False,96.46
metal.social,mastodon,3,True,100.0
metalcult.fr,mastodon,1,False,
metalhead.club,mastodon,5776,True,99.58
metalverse.social,mastodon,1006,True,99.96
metapan.online,mastodon,1,False,
metapixl.com,mastodon,7398,True,
metapneumatics.blind.garden,mastodon,1,False,
metapowers.org,lemmy,9,True,99.26
metaskey.net,misskey,424,True,99.4
metasocial.com,mastodon,74,True,
metawire.eu,lemmy,22,True,100.0
metcha.me,mastodon,3,True,
meteo.social,mastodon,254,False,99.82
meteor.allroads.social,mastodon,0,False,
metikumity.com,mastodon,2,False,
meto-niwa.xsns.jp,misskey,15,False,100.0
metro.social,mastodon,2,True,
metroholografix.ca,mastodon,2,True,
metsubo-jinrai.net,mastodon,29,True,99.98
metuba.hostdon.jp,mastodon,1,False,
mew.lgbt,mastodon,1,False,98.11
mewblog.thepolarbear.co.uk,iceshrimp,3,True,99.93
mewitoot.de,mastodon,2,False,
mewl.me,misskey,4,False,99.75
mewmew.moe,misskey,4,False,99.81
mfg.social,mastodon,4,True,
mfjt-gotosocial.fly.dev,mastodon,1,False,
mfy.social,mastodon,1,False,
mhc.social,mastodon,2,False,
mhenry.social,mastodon,1,False,
mhz.social,mastodon,73,False,99.83
mi-k.cloud,misskey,18,True,98.36
mi-room1865.com,misskey,4,False,100.0
mi.1588.red,misskey,5,False,99.58
mi.758.works,misskey,6,False,99.94
mi.amari-noa.com,misskey,5,False,99.47
mi.antoru.me,misskey,3,False,99.9
mi.ap-log.net,misskey,37,False,99.98
mi.aramugi.com,misskey,3,False,100.0
mi.arkw.work,misskey,4,False,99.87
mi.ay0.org,misskey,6,True,100.0
mi.b-guild.net,misskey,4,False,98.09
mi.bisco.moe,misskey,5,False,94.56
mi.blindalley.net,misskey,11,False,100.0
mi.bokukoha.dev,misskey,4,False,100.0
mi.byakkohaku.moe,misskey,3,False,99.19
mi.cbrx.io,misskey,1115,True,99.78
mi.chikage.net,misskey,6,False,99.72
mi.cmbg.ws,misskey,4,False,99.76
mi.deepseatown.net,misskey,4,False,100.0
mi.eap.vg,misskey,4,False,99.84
mi.ghz00.net,misskey,5,False,98.76
mi.growthers.dev,misskey,24,False,99.11
mi.ha5hi8.space,misskey,6,False,99.79
mi.harumakizaemon.net,misskey,7,False,99.94
mi.hiyoko.club,misskey,59,True,99.97
mi.hk-shuttle.net,misskey,4,False,99.9
mi.hobymour.net,misskey,16,True,100.0
mi.hz-console.net,misskey,7,False,78.3
mi.ice-house.net,misskey,5,False,99.89
mi.ikepe.xyz,misskey,1,False,97.49
mi.ikkaku.me,misskey,43,False,100.0
mi.irunu.co,misskey,4,False,99.87
mi.kazahana.cafe,misskey,34,False,99.98
mi.kekyo.net,misskey,3,False,99.17
mi.kimama-lab.net,misskey,5,False,99.51
mi.kitsunebi-ya.com,misskey,5,False,99.69
mi.kochudaho.me,misskey,17,False,99.01
mi.kosen.world,misskey,19,False,99.66
mi.kuropen.org,misskey,6,False,99.92
mi.kyanos.one,misskey,28,False,98.39
mi.les-requin.net,misskey,9,False,99.74
mi.maple-tree.net,misskey,15,False,99.96
mi.mashiro.site,misskey,949,False,99.93
mi.miry.cat,misskey,5,False,97.63
mi.misomayo.info,misskey,2,False,99.7
mi.moris.day,misskey,4,False,99.72
mi.mtomo.uk,misskey,15,False,99.1
mi.nanako-net.info,misskey,5,False,99.86
mi.nu1.dev,misskey,5,False,99.97
mi.nyaa.app,misskey,4,False,99.91
mi.okin-jp.net,cherrypick,86,True,99.36
mi.osamu-storage.info,misskey,7,False,99.88
mi.oya0831.net,misskey,6,False,99.95
mi.pal-mate.jp,misskey,11,False,99.77
mi.pipnua.net,misskey,18,True,99.8
mi.pnp-republic.com,misskey,58,False,100.0
mi.porubu.com,misskey,8,False,99.59
mi.potofu.moe,misskey,0,False,97.17
mi.rerac.dev,cherrypick,43,False,99.66
mi.riperbool.com,misskey,6,False,99.91
mi.sandyman.dev,misskey,3,False,99.84
mi.seanut.app,misskey,18,False,99.89
mi.shellgei.org,misskey,48,False,99.73
mi.shiromaru.work,misskey,5,False,99.95
mi.siotter.xyz,misskey,3,False,96.3
mi.slrcat.net,misskey,6,False,98.8
mi.soli0222.com,misskey,19,False,99.9
mi.starlamp.su,misskey,7,False,99.67
mi.sugattor.ga,meisskey,3,False,95.87
mi.sunabacks.com,misskey,7,False,99.14
mi.sunset0916.net,misskey,23,False,99.64
mi.t03.io,misskey,30,False,99.84
mi.t5n.dev,misskey,4,False,99.96
mi.taichan.site,misskey,317,True,99.94
mi.tebukuro.xyz,misskey,26,True,99.93
mi.tomadoi.com,misskey,5,False,99.49
mi.tsubasa.pro,misskey,6,False,99.85
mi.tsujigoya.net,misskey,5,False,99.89
mi.tsukuba.dev,misskey,20,False,98.73
mi.u03.net,misskey,8,False,99.69
mi.ul0829.net,misskey,4,False,99.13
mi.underscore.world,mastodon,7,False,
mi.upa4.com,misskey,5,False,99.44
mi.usounds.work,misskey,5,False,99.59
mi.wah.gg,misskey,2,False,99.29
mi.wf91st-street.com,misskey,3,False,99.81
mi.yude.moe,misskey,47,False,98.66
mi.yufushiro.dev,misskey,3,False,99.36
mi.yumechi.jp,misskey,14,False,97.84
mi0.robotician.jp,misskey,241,True,99.99
mi1.sha0.jp,misskey,4,False,100.0
mi13.ijs01140.dev,misskey,9,False,97.45
miaou.luelista.net,mastodon,2,False,
miau.gatina.es,mastodon,1,False,99.93
miau.jeder.pl,mastodon,6,False,
miau.le-chat-a-velo.at,mastodon,4,False,
mib.contact,mastodon,1,False,
mibl.vannilla.org,mastodon,1,False,
mibookclub.com,friendica,0,True,97.79
micah.social,mastodon,1,False,
micahcraig.net,mastodon,1,False,
mice.tel,mastodon,13,False,
michael.herbst-haste.de,mastodon,2,False,
michaelboatright.online,mastodon,2,False,
michaelmitchell.blog,writefreely,1,False,99.94
michaelpaskevicius.com,wordpress,1,False,99.31
michaonline.net,mastodon,2,False,
michele.bugiolacchio.com,wordpress,1,False,98.64
michelleberrybliss.com,wordpress,1,False,98.54
michif.xyz,microblogpub,1,False,100.0
michiru.me,mastodon,0,False,
mickekring.se,wordpress,1,False,98.83
micko.dy.fi,mastodon,1,False,
micro.alochana.net,mastodon,1,False,
micro.arda.pw,mastodon,1,False,
micro.baer.works,writefreely,1,False,99.22
micro.bbalm.me,mastodon,3,True,98.31
micro.blog,microdotblog,196759,True,99.85
micro.blogs.princeton.edu,mastodon,12,True,99.35
micro.cau.cat,microblogpub,1,False,97.64
micro.deadringing.blog,mastodon,1,False,99.96
micro.duckrowing.com,wordpress,2,False,99.72
micro.glasshoundcomputing.com,mastodon,2,False,
micro.hrsn.me,mastodon,1,False,99.94
micro.ikesau.co,mastodon,1,False,
micro.jacksonchen666.com,mastodon,6,False,
micro.koray.al,mastodon,2,False,95.94
micro.kraft.blog,wordpress,1,False,99.35
micro.marcriera.cat,mastodon,1,False,
micro.mkp.ca,mastodon,6,True,
micro.pasargada.digital,mastodon,2,False,
micro.rumproarious.com,mastodon,1,False,
micro.rzhi.xyz,mastodon,2,True,100.0
micro.sadlerjw.com,mastodon,2,False,
micro.shitpost.blog,akkoma,2,False,99.91
micro.webgarden.click,mastodon,1,False,
microbe.vital.org.nz,akkoma,5,False,98.33
microblog.at,mastodon,5,False,
microblog.cymais.cloud,mastodon,2,False,
microblog.flock.town,mastodon,2,False,
microblog.lunai.re,mastodon,3,False,98.58
microblog.mudanote.com,microblogpub,1,False,99.98
microblog.nalzus.com,misskey,3,False,99.31
microblog.net,mastodon,3,True,
microblog.playtbsxys.top,misskey,3,False,88.49
microblog.shivering-isles.com,mastodon,1,False,
microblog.veen.world,mastodon,2,False,
microconfluence.org,drupal,0,False,99.92
microhive.org,pixelfed,3,False,99.77
microhive.social,mastodon,0,False,
micromaquina.com,writefreely,1,False,94.61
microscopic.network,mastodon,1,False,
microsoftsource.social,mastodon,4,True,99.99
microwords.goodevilgenius.org,microblogpub,1,False,97.32
middle-earth.xenite.org,wordpress,6,False,99.39
middleearth.social,mastodon,8,True,
mididungeon.xyz,mastodon,11,True,
midnight.delivery,akkoma,22,True,99.76
midorinasu.hostdon.ne.jp,mastodon,2,False,99.9
midwest.social,lemmy,2404,True,99.2
mielke.social,mastodon,3,False,99.89
mieth.social,mastodon,4,True,99.97
miexp.hirasu.com,misskey,6,False,99.56
mightyena.com,mastodon,2,False,
miha.hostdon.ne.jp,mastodon,1,False,99.86
mijn.masto.host,mastodon,5,False,99.94
mika.social,mastodon,13,True,99.87
mike.brailer.info,wordpress,3,False,99.77
mikecoats.social,mastodon,1,False,
mikehorn.online,mastodon,1,False,
mikelittle.com,mastodon,2,False,
mikelsigler.com,wordpress,2,False,99.94
mikesharpewriter.com,mastodon,4,False,
mikeshelby.noip.me,mastodon,1,True,
miki.live4you.one,misskey,55,False,99.8
mikolsic.vivaldi.net,wordpress,1,False,99.95
mikoshidata.cloud,mastodon,1,False,
mikro.blog,mastodon,2,False,
mikroblog.at,mastodon,1,False,
mikrobloggen.no,mastodon,14,True,99.95
mikrotik.social,mastodon,6,False,98.91
miku.place,mastodon,8,False,
miku.social,misskey,122,True,98.79
miku.town,sharkey,3,True,80.77
mikulski.dev,wordpress,1,False,99.67
mikumikudance.cloud,mastodon,605,True,
mikuobsession.net,mastodon,161,True,
milan.collabfc.com,pleroma,4,True,99.47
milker.cafe,mastodon,43,False,
milkey.homes,groundpolismilkey,0,True,94.53
milkiyatelier.quest,misskey,408,True,99.81
milkpudd.ing,cherrypick,36,False,100.0
millefeuilles.cloud,mastodon,25,False,
milliways.social,mastodon,43,False,
milpamerica.org,mastodon,2239,False,
miltackink.space,mastodon,10,True,
miltodon.social,mastodon,46,True,99.93
milway.ca,wordpress,2,False,99.94
mimizu33zuku.vivaldi.net,wordpress,1,False,99.87
mimsy.borogrove.space,writefreely,3,False,99.91
minamina3710.com,mastodon,43,False,
minazukey.uk,mastodon,387,True,
minby.info,mastodon,3,True,98.2
mince.network,mastodon,1,False,99.98
minciu.puga.lt,wordpress,1,True,99.0
mindly.social,mastodon,35991,True,99.89
minds.excession.llc,mastodon,2,False,99.95
mindyourheadcoop.org,writefreely,1,False,99.62
mini.log.br,mastodon,1,False,
miniatures.social,mastodon,3,False,
minidisc.tokyo,foundkey,2112,True,98.3
minime.rozman.info,mastodon,2,False,
minimeadow.art,mastodon,6,False,
minions.social,mastodon,73,True,96.64
minitel.cloud,pleroma,1,False,98.35
minivelo.coffee,mastodon,1,False,
miniwa.moe,mastodon,1525,False,
minmin.hostdon.ne.jp,mastodon,1,False,
minnesota.community,mastodon,7,True,100.0
minohdon.jp,mastodon,233,True,99.44
minreol.dk,mastodon,63,True,
mintaka.cormet.org,mastodon,5,True,99.72
mintama.one,misskey,6,False,100.0
minus1.ghost.io,ghost,1,False,100.0
mipple.love,mastodon,1,False,
mipuertorico.social,mastodon,9,True,99.98
mirabellug.org,wordpress,1,False,95.76
miraiverse.xyz,akkoma,762,True,98.99
mirastera.net,misskey,6,False,99.79
mirucha.net,yoiyami,1,False,98.68
mirus.club,mastodon,6,True,99.96
mirwarso.de,mastodon,4,True,
misachan.net,misskey,6,False,98.87
misaka.chat,mastodon,2,False,
misaka.social,misskey,6,False,99.92
misaki-chan.world,cherrypick,180,True,99.68
misanthrope.social,mastodon,2,False,
misc.brainsoap.net,misskey,4,False,90.0
misc.name,mastodon,2,False,99.27
miscreants.party,mastodon,9,True,
miserables.net,mastodon,2,False,99.93
miservice.fr,wordpress,2,False,99.64
misjump.net,mastodon,2,True,96.3
mismo.jagtalon.net,mastodon,1,False,
misnina.tv,peertube,2,False,99.91
misp-community.org,mastodon,63,True,99.96
miss.kabeuchi.monster,misskey,7,False,99.89
miss.yunpon.club,misskey,6,False,99.88
missiletest.site,mastodon,6,True,
missingkey.0sakana.xyz,misskey,3,False,99.8
misskey-blackbote.net,misskey,3,False,99.84
misskey-dabansky.com,misskey,5,False,99.96
misskey-naosuki.net,misskey,3,False,95.54
misskey-square.net,misskey,11897,True,99.14
misskey-star-night.org,misskey,8,True,100.0
misskey-test-1.yunochi.com,misskey,5,False,99.81
misskey-this.xsns.jp,misskey,3,False,99.95
misskey.04.si,misskey,1826,True,98.68
misskey.0sakana.xyz,misskey,13,False,99.77
misskey.2000cho.me,misskey,5,True,99.75
misskey.3dcg.love,misskey,451,False,99.86
misskey.408.cafe,misskey,5,False,99.91
misskey.4nm1tsu.com,misskey,3,False,93.64
misskey.7ka.org,misskey,301,False,99.85
misskey.8mitsu.net,misskey,4,False,99.98
misskey.accordi.online,misskey,7,False,99.38
misskey.anizumin.com,misskey,14,False,99.82
misskey.anjara.eu,misskey,25,False,99.35
misskey.aotake91.net,misskey,3,False,96.93
misskey.araisan.club,misskey,2,False,97.55
misskey.argentum-lacrima.live-on.net,misskey,5,False,99.98
misskey.ariela.jp,misskey,5,False,99.74
misskey.art,misskey,9664,True,99.69
misskey.ashigayahomura.com,misskey,5,False,99.98
misskey.assaultli.ly,misskey,704,False,99.8
misskey.atago.moe,misskey,3,False,99.96
misskey.auroraplanet.blue,sharkey,23,False,98.97
misskey.azumabashi.dev,misskey,3,False,99.35
misskey.bakedmochacha.net,misskey,2,False,91.67
misskey.betaful.life,misskey,6,False,99.93
misskey.betopia.net,misskey,2,False,97.17
misskey.bongothirteen.net,misskey,2,False,99.92
misskey.bootjp.me,misskey,6,False,99.74
misskey.bubbletea.dev,misskey,52,False,97.48
misskey.bugarin.com.br,sharkey,1,False,99.51
misskey.caligula-sea.net,misskey,11,False,98.98
misskey.cannorin.net,misskey,24,False,100.0
misskey.canpavon.cat,misskey,4,False,96.55
misskey.chiffon-sepxipl.com,misskey,4,False,98.91
misskey.chilitreat.dev,misskey,359,True,97.66
misskey.ciffelia.com,misskey,5,False,99.76
misskey.cloud,misskey,3780,False,99.85
misskey.crashrt.work,misskey,20,False,98.2
misskey.damnx.net,misskey,4,False,99.94
misskey.day,misskey,2114,True,99.44
misskey.de,misskey,1118,False,99.89
misskey.delmulin.com,misskey,44,False,99.91
misskey.dog,misskey,724,True,98.88
misskey.doujin.games,misskey,1386,True,99.95
misskey.dummy.red,misskey,3,False,99.68
misskey.edel-ornstein.pro,misskey,26,False,99.91
misskey.ee,misskey,74,False,98.54
misskey.elmakyu.net,misskey,8,False,99.5
misskey.emymin.net,misskey,6,False,99.97
misskey.en0taka.com,misskey,3,False,99.97
misskey.eolh.jp,misskey,19,True,98.57
misskey.erenoa.com,misskey,14,False,98.99
misskey.eulendore.xyz,misskey,15,False,98.64
misskey.exaltia.fr,misskey,4,False,95.88
misskey.exmonji.com,misskey,3,False,99.94
misskey.faidra.net,misskey,5,False,99.7
misskey.family-sharing.com,misskey,3,False,94.03
misskey.favskey.online,misskey,543,True,99.91
misskey.feccc.site,misskey,4,False,97.33
misskey.fitudao.work,misskey,4,False,97.07
misskey.flowers,misskey,2718,True,99.69
misskey.frainsan.net,misskey,15,False,99.88
misskey.frick96.com,misskey,6,True,99.97
misskey.furry-r-moonrabbitbower.com,misskey,23,False,99.88
misskey.fxmech.com,misskey,4,False,98.62
misskey.gamelore.fun,misskey,3808,False,99.64
misskey.gg,misskey,5779,True,98.86
misskey.gingarenpo.com,misskey,11,False,99.29
misskey.greent.jp,misskey,6,False,99.99
misskey.hacusk.net,misskey,13,False,97.97
misskey.hakoniwa-project.com,misskey,14,False,99.73
misskey.hatane230.tech,misskey,7,False,99.07
misskey.haun.jp,misskey,28,False,99.93
misskey.hawk-tomy.dev,misskey,7,False,99.54
misskey.hikalium.dev,misskey,3,False,96.43
misskey.himriu.com,misskey,3,False,97.91
misskey.hinasense.jp,misskey,6,False,99.68
misskey.hoshino.moe,misskey,3,False,99.88
misskey.icu,mastodon,7,True,
misskey.id,misskey,1748,True,98.58
misskey.ihoronir.com,misskey,7,False,99.92
misskey.io,misskey,648796,True,98.83
misskey.joji-ani.me,misskey,7,False,99.83
misskey.jxufe.icu,misskey,9,False,89.32
misskey.kakunpc.com,misskey,6,False,99.89
misskey.kasu.me,misskey,19,False,99.99
misskey.kawasemi256.net,misskey,3,False,99.85
misskey.kcs1959.jp,misskey,47,False,99.8
misskey.kencir.blog,misskey,5,False,99.95
misskey.kinelab.cc,misskey,4,False,95.63
misskey.klamath.jp,misskey,2,False,99.18
misskey.kokshi.com,misskey,4,False,99.65
misskey.kontovr.site,misskey,3,False,99.74
misskey.kurenai.life,misskey,2,False,99.74
misskey.kyoupro.com,misskey,450,True,99.58
misskey.lalafell.org,misskey,143,True,99.98
misskey.lazywildcat.net,misskey,9,False,99.99
misskey.lehhair.net,misskey,7,False,99.55
misskey.lianphy6.net,misskey,6,False,99.91
misskey.life,misskey,1063,False,99.83
misskey.lilith.im,sharkey,3,False,99.58
misskey.linux.it.teu.ac.jp,misskey,11,False,99.95
misskey.lovelive.net,misskey,25,True,99.49
misskey.ly2314.cc,misskey,3,False,99.91
misskey.m544.net,meisskey,1993,False,99.94
misskey.magokorobin.com,misskey,4,False,97.16
misskey.maintedor.com,misskey,2,False,99.97
misskey.mamisrv.ne.jp,misskey,41,False,95.9
misskey.menhera.org,misskey,18,True,93.11
misskey.mikuta0407.net,misskey,3,False,99.21
misskey.mina.to,meisskey,5,False,98.93
misskey.mintcream.blue,misskey,15,False,99.95
misskey.mirenk.net,misskey,4,False,99.25
misskey.miyara.site,misskey,4,False,99.9
misskey.mkihr-ojisan.com,misskey,48,False,99.96
misskey.mochi33.com,misskey,20,False,99.76
misskey.mofumofu.me,misskey,65,False,97.44
misskey.monster,misskey,3,False,100.0
misskey.mswitchy.ink,misskey,3,False,99.75
misskey.mugiko.moe,misskey,20,False,99.93
misskey.na2na.dev,misskey,13,False,91.92
misskey.nanon.net,misskey,2,False,100.0
misskey.neka.site,misskey,5,False,97.89
misskey.nekosake.net,misskey,5,False,100.0
misskey.neos21.net,misskey,43,True,99.95
misskey.nicovrc.net,misskey,5,False,95.44
misskey.njy17.kr,cherrypick,4,False,97.45
misskey.noellabo.jp,misskey,3081,False,99.69
misskey.nokotaro.com,misskey,4,False,99.38
misskey.nokotosukisuki.club,mastodon,4,False,
misskey.notr.app,misskey,6,False,99.68
misskey.nrps.xyz,misskey,8,False,94.94
